image_name,class,height,width,channels,type,resolution,path
10374.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10374.jpg
10383.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10383.jpg
10402.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10402.jpg
1041.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\1041.jpg
10421.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10421.jpg
10444.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10444.jpg
1045.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\1045.jpg
10452.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10452.jpg
10466.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10466.jpg
10480.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10480.jpg
10485.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10485.jpg
10489.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10489.jpg
10495.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10495.jpg
10499.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10499.jpg
10500.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10500.jpg
10502.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10502.jpg
10511.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10511.jpg
10520.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10520.jpg
10528.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10528.jpg
1055.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\1055.jpg
10553.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10553.jpg
10559.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10559.jpg
10570.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10570.jpg
10576.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10576.jpg
1058.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\1058.jpg
10582.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10582.jpg
10598.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10598.jpg
10608.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10608.jpg
10620.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10620.jpg
10626.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10626.jpg
10630.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10630.jpg
1064.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\1064.jpg
10641.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10641.jpg
10646.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10646.jpg
10653.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10653.jpg
10656.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10656.jpg
10672.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10672.jpg
10695.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10695.jpg
10699.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10699.jpg
10717.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10717.jpg
10720.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10720.jpg
10730.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10730.jpg
10744.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10744.jpg
10754.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10754.jpg
10756.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10756.jpg
10790.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10790.jpg
10792.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10792.jpg
10798.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10798.jpg
10805.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10805.jpg
10809.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10809.jpg
10812.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10812.jpg
10828.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10828.jpg
10831.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10831.jpg
10832.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10832.jpg
10842.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10842.jpg
10849.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10849.jpg
10865.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10865.jpg
10872.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10872.jpg
10878.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10878.jpg
10886.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10886.jpg
10892.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10892.jpg
10899.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10899.jpg
1090.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\1090.jpg
10911.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10911.jpg
10921.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10921.jpg
10924.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10924.jpg
1093.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\1093.jpg
10936.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10936.jpg
10963.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10963.jpg
10978.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10978.jpg
10997.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\10997.jpg
11003.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11003.jpg
11011.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11011.jpg
11024.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11024.jpg
11037.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11037.jpg
1104.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\1104.jpg
11042.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11042.jpg
11045.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11045.jpg
11054.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11054.jpg
11055.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11055.jpg
1107.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\1107.jpg
11077.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11077.jpg
11084.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11084.jpg
11098.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11098.jpg
11108.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11108.jpg
11117.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11117.jpg
1112.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\1112.jpg
11131.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11131.jpg
11157.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11157.jpg
11173.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11173.jpg
11181.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11181.jpg
11187.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11187.jpg
11197.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11197.jpg
112.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\112.jpg
11203.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11203.jpg
11209.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11209.jpg
11226.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11226.jpg
11235.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11235.jpg
11244.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11244.jpg
11249.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11249.jpg
11259.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11259.jpg
11274.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11274.jpg
11278.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11278.jpg
11290.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11290.jpg
11302.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11302.jpg
11305.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11305.jpg
11306.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11306.jpg
11307.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11307.jpg
11309.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11309.jpg
11315.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11315.jpg
11316.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11316.jpg
11317.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11317.jpg
11323.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11323.jpg
11334.jpg,buildings,150,150,3,uint8,"(150, 150)",C:\Users\KHUSHI\OneDrive\Desktop\ProjectCognition3\Dataset\seg_train\seg_train\buildings\11334.jpg
